,end station name,end station latitude,end station longitude,rides
581,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,52390
582,Mercer St & Spring St,40.72362738,-73.99949601,36116
583,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,18812
584,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,39778
585,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,14805
586,Milton St & Franklin St,40.72906,-73.95779,29549
587,Monmouth and 6th,40.72568548362901,-74.0487903356552,1
588,Monroe St & Bedford Ave,40.6851443,-73.95380904,9708
589,Monroe St & Classon Ave,40.684568299999995,-73.95881081,4879
590,Monroe St & Tompkins Ave,40.686203000000006,-73.944694,6335
591,Montgomery St & Franklin Ave,40.666439306870814,-73.96055638790129,502
592,Montgomery St & Franklin Ave OLD,40.6661649,-73.95934840000001,282
593,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,15258
594,Morningside Ave & W 123 St,40.81,-73.9551508,2918
595,Morningside Dr & Amsterdam Ave,40.81028506306003,-73.95736455917357,1019
596,Morris Canal,40.7124188237569,-74.03852552175522,17
597,Mott St & Prince St,40.72317958,-73.99480012,51243
598,Mt Morris Park W & W 120 St,40.804038,-73.945925,3854
599,Murray St & Greenwich St,40.71485150526252,-74.01122331619263,31337
600,Murray St & West St,40.7149787,-74.013012,34012
601,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,13310
602,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,6881
603,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,6492
604,N 11 St & Wythe Ave,40.72153267,-73.95782357,11484
605,N 12 St & Bedford Ave,40.72079821,-73.95484712,14690
606,N 15 St & Wythe Ave,40.724055,-73.955736,8318
607,N 6 St & Bedford Ave,40.71745169,-73.95850939,40934
608,N 8 St & Driggs Ave,40.71774592,-73.95600096,31174
609,NJCU,40.710108700000006,-74.0858489,1
610,NYCBS DEPOT - DELANCEY,40.71644423134479,-73.9823305606842,462
611,NYCBS Depot - 3AV,40.670133282374,-73.99230837821959,2
612,NYCBS Depot - GOW,40.66906013501107,-73.99463653564453,1560
613,NYCBS Depot - GOW Annex,40.66888415753939,-73.99481356143951,1
614,NYCBS Depot - PIT,40.716909780459645,-73.98383796215056,109
615,NYCBS Depot - RIS,40.725208,-73.974724,38
616,NYCBS Depot - STY - Garage 4,40.730380100000005,-73.9747502,741
617,NYCBS Depot BAL - DYR,40.759030082196055,-73.9938586950302,28
618,Nassau Ave & Newell St,40.724812564400175,-73.94752621650694,13346
619,Nassau Ave & Russell St,40.725570000000005,-73.94434,16050
620,Nassau St & Navy St,40.69839895,-73.98068914,8384
621,Newark Ave,40.72152515,-74.046304543,3
622,Newport PATH,40.7272235,-74.03375890000001,23
623,Newport Pkwy,40.728744799999994,-74.03210820000001,12
624,Newton Rd & 44 St,40.7595701,-73.91426779999999,1895
625,Newtown Ave & 23 St,40.7713615,-73.9246145,2553
626,Norfolk St & Broome St,40.7172274,-73.98802084,29285
627,Norman Ave & Leonard St,40.725769967272136,-73.9507395029068,4445
628,Norman Ave & Leonard St - 2,40.725848299999996,-73.95064893,1676
629,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,10834
630,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,3721
631,Old Fulton St,40.70277159,-73.99383605,38315
632,Old Slip & Front St,40.703799200000006,-74.00838676,19066
633,Pacific St & Bedford Ave,40.6777747,-73.9529322,638
634,Pacific St & Classon Ave,40.67919439999999,-73.95879029999999,1635
635,Pacific St & Nevins St,40.6853761,-73.98302136,9269
636,Park Ave & E 124 St,40.8045555,-73.93968609999999,9843
637,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,3689
638,Park Ave & St Edwards St,40.69608941,-73.97803415,3876
639,Park Pl & Franklin Ave,40.67418060000001,-73.95649470000001,2278
640,Park Pl & Vanderbilt Ave,40.6767,-73.969024,6681
641,Pathmark Depot,40.67233267189711,-73.99706125259401,1
642,Paulus Hook,40.7141454,-74.0335519,30
643,Pearl St & Anchorage Pl,40.70281858,-73.98765762,19778
644,Pearl St & Hanover Square,40.7047177,-74.00926027,24126
645,Peck Slip & Front St,40.707873,-74.00166999999999,37630
646,Perry St & Bleecker St,40.73535398,-74.00483091,22152
647,Pershing Square North,40.751872999999996,-73.97770600000001,162162
648,Pershing Square South,40.751581,-73.97791,52488
649,Picnic Point,40.68512559515415,-74.02535319328308,3463
650,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,54864
651,Pike St & E Broadway,40.71406667,-73.99293911,27115
652,Pike St & Monroe St,40.71173107,-73.99193043,17362
653,Pioneer St & Richards St,40.677774799999995,-74.0094613,3753
654,Pioneer St & Van Brunt St,40.679043,-74.011169,7829
655,Pitt St & Stanton St,40.71926081,-73.98178024,8960
656,Plaza St West & Flatbush Ave,40.675020700000005,-73.97111473,19248
657,Pleasant Ave & E 116 St,40.794987899999995,-73.9333349,6885
658,Pleasant Ave & E 120 St,40.7974772,-73.9311847,1321
659,President St & Henry St,40.6828003,-73.99990419,7876
660,Prospect Park - 5 Year Anniversary Celebration,40.66065236872916,-73.9645904302597,71
661,Prospect Park West & 8 St,40.66514681533792,-73.97637605667114,10846
662,Prospect Pl & 6 Ave,40.6793307,-73.97519523,10249
663,Prospect Pl & Underhill Ave,40.6769694,-73.96579,3547
664,Prototype Lab Motivate Headquarters,40.65659567482039,-74.00849282741547,12
665,Pulaski St & Marcus Garvey Blvd,40.693398200000004,-73.939877,3547
666,Putnam Ave & Nostrand Ave,40.684020000000004,-73.94977,5285
667,Putnam Ave & Throop Ave,40.6851532,-73.94111,6140
668,Queens Plaza North & Crescent St,40.75110165,-73.94073717,22791
669,Railroad Ave & Kay Ave,40.70531194,-73.97100056,2037
670,Reade St & Broadway,40.71450451,-74.00562789,25298
671,Reed St & Van Brunt St,40.6747844,-74.01612847,3363
672,Richards St & Delavan St,40.67943270000001,-74.00785041,3323
673,Richardson St & N Henry St,40.71907891179564,-73.94223690032959,11407
674,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,28182
675,Riverside Dr & W 104 St,40.8013434,-73.97114574390001,13682
676,Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,27091
677,Riverside Dr & W 78 St,40.78414472,-73.98362492,15942
678,Riverside Dr & W 82 St,40.78720869,-73.98128127,17604
679,Riverside Dr & W 89 St,40.791811715010965,-73.9786022901535,2591
680,Riverside Dr & W 91 St,40.793134809866636,-73.97700369358063,7980
681,Riverview Park,40.7443187,-74.04399090000001,1
682,Rivington St & Chrystie St,40.72110063,-73.99192540000001,29889
683,Rivington St & Ridge St,40.71850211,-73.98329859,19549
684,Roebling St & N 4 St,40.714690000000004,-73.95739,14387
685,Rogers Ave & Sterling St,40.6630619,-73.95387459999999,1563
686,S 3 St & Bedford Ave,40.71260486,-73.96264403,19001
687,S 4 St & Rodney St,40.709340000000005,-73.95608,9744
688,S 4 St & Wythe Ave,40.71285887,-73.96590294,30427
689,S 5 Pl & S 4 St,40.710451,-73.960876,27472
690,S 5 Pl & S 5 St,40.710451,-73.960876,6505
691,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,10624
692,SSP - Basement,0.0,0.0,1
693,Sands St & Navy St,40.699773,-73.979927,5630
694,Schermerhorn St & 3 Ave,40.68680820503432,-73.98036181926726,8732
695,Schermerhorn St & Bond St,40.68841742754083,-73.98451656103134,11563
696,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397,15730
697,Scholes St & Manhattan Ave,40.70870368,-73.9448625,9213
698,Sigourney St & Columbia St,40.67267243410948,-74.00879524648191,3245
699,Sip Ave,40.730742625306576,-74.06378388404845,1
700,Smart Cities Conference,40.71015471094912,-73.98453533649443,62
701,Smith St & 3 St,40.678724200000005,-73.99599099,9971
702,Smith St & 9 St,40.67469570000001,-73.99785768,11125
703,Soissons Landing,40.69231660719192,-74.01486575603484,9292
704,South End Ave & Liberty St,40.711512,-74.01575600000001,76218
705,South St & Gouverneur Ln,40.70355377,-74.00670227,45120
706,South St & Whitehall St,40.70122128,-74.01234218,31555
707,Spruce St & Nassau St,40.71146364,-74.00552427,2132
708,St James Pl & Oliver St,40.71307916,-73.99851193,23138
709,St James Pl & Pearl St,40.71117416,-74.00016545,10871
710,St Johns Pl & Washington Ave,40.6737236,-73.9631611,3831
711,St Marks Pl & 1 Ave,40.72779126,-73.98564945,47743
712,St Marks Pl & 2 Ave,40.7284186,-73.98713956,52628
713,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,6534
714,St. Nicholas Ave & W 126 St,40.8114323,-73.95187759999999,4274
715,Stagg St & Union Ave,40.70877084,-73.95095259,12998
716,Stanton St & Chrystie St,40.72229346,-73.99147535,46158
717,Stanton St & Mangin St,40.71782143,-73.97628939,15244
718,State St & Smith St,40.68926942,-73.98912867,16973
719,Steinway St & 23 Ave,40.771393700000004,-73.9077436,1693
720,Steinway St & 28 Ave,40.7656251,-73.9136695,2909
721,Sterling Pl & 7 Ave,40.67716489469059,-73.97382795810701,4519
722,Sterling Pl & Bedford Ave,40.672695000000004,-73.954131,2786
723,Sterling St & Bedford Ave,40.6627059,-73.9569115,1236
724,Suffolk St & Stanton St,40.72066442,-73.98517977,47278
725,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,469
726,Sullivan St & Washington Sq,40.73047747,-73.99906065,49657
727,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,3450
728,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,5510
729,Underhill Ave & Lincoln Pl,40.674012299999994,-73.9671457,4803
730,Underhill Ave & Pacific St,40.6804836,-73.9646795,3882
731,Union Ave & Jackson St,40.7160751,-73.95202900000001,6888
732,Union Ave & N 12 St,40.71924,-73.95241999999999,17390
733,Union Ave & Wallabout St,40.70029511,-73.95032283,3652
734,Union St & 4 Ave,40.6772744,-73.98282002,15100
735,Union St & Bedford Ave,40.6691783,-73.9554162,1248
736,Union St & Nevins St,40.67909799721684,-73.98765474557877,10652
737,University Pl & E 14 St,40.73492695,-73.99200509,79063
738,University Pl & E 8 St,40.73143724085228,-73.99490341544151,45544
739,Van Brunt St & Van Dyke St,40.675832943912894,-74.01472628116608,451
740,Van Brunt St & Wolcott St,40.6773429,-74.01275056,7984
741,Van Dyke St & Van Brunt St,40.67581622522832,-74.01488184928894,3329
742,Van Vorst Park,40.71848892,-74.047726625,5
743,Vernon Blvd & 10 St,40.7671863,-73.9373554,2489
744,Vernon Blvd & 30 Rd,40.770845,-73.93417099999999,2650
745,Vernon Blvd & 31 Ave,40.7692475,-73.93545040000001,1680
746,Vernon Blvd & 41 Rd,40.7552433,-73.94856779999999,1286
747,Vernon Blvd & 47 Rd,40.7449067,-73.9534573,2770
748,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,24742
749,Verona Pl & Fulton St,40.680356084043396,-73.94767910242079,6301
750,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,63821
751,W 100 St & Broadway,40.797372100000004,-73.97041192,19415
752,W 100 St & Manhattan Ave,40.795,-73.9645,12695
753,W 104 St & Amsterdam Ave,40.798993700000004,-73.96621737779999,9283
754,W 106 St & Amsterdam Ave,40.80083629999999,-73.9664492472,11166
755,W 106 St & Central Park West,40.798185600000004,-73.96059090060001,18848
756,W 107 St & Columbus Ave,40.7997568,-73.9621128676,8671
757,W 11 St & 6 Ave,40.73532427,-73.99800419,32412
758,W 110 St & Amsterdam Ave,40.802692,-73.96295,5606
759,W 113 St & Broadway,40.805973,-73.964928,6581
760,W 116 St & Amsterdam Ave,40.8067581,-73.9607082,5314
761,W 116 St & Broadway,40.8082,-73.9641,6519
762,W 12 St & W 4 St,40.73756121181137,-74.00398269295692,2080
763,W 120 St & Claremont Ave,40.8109494,-73.9634,2631
764,W 129 St & Convent Ave,40.81439443791581,-73.95324736833571,1023
765,W 13 St & 5 Ave,40.73543934,-73.99453948,36090
766,W 13 St & 6 Ave,40.73649403,-73.99704374,43349
767,W 13 St & 7 Ave,40.73781509,-73.99994661,31949
768,W 13 St & Hudson St,40.73997354103409,-74.00513872504234,57846
769,W 15 St & 10 Ave,40.742753828659026,-74.00747358798982,32354
770,W 15 St & 7 Ave,40.73935542,-73.99931783,61379
771,W 16 St & 8 Ave,40.74102150900266,-74.001384973526,15997
772,W 16 St & The High Line,40.74334935,-74.00681753,49705
773,W 17 St & 8 Ave,40.74177603,-74.00149746,24205
774,W 17 St & 9 Ave,40.7429489166009,-74.00413691997528,11348
775,W 18 St & 6 Ave,40.73971301,-73.99456405,76739
776,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472,10018
777,W 20 St & 11 Ave,40.746745000000004,-74.007756,85368
778,W 20 St & 7 Ave,40.74238787,-73.99726235,47831
779,W 20 St & 8 Ave,40.74345335,-74.00004031,41669
780,W 21 St & 6 Ave,40.74173969,-73.99415556,111148
781,W 22 St & 10 Ave,40.74691959,-74.00451887,65695
782,W 22 St & 8 Ave,40.74475148,-73.99915362,57619
783,W 24 St & 7 Ave,40.74487634,-73.99529885,66154
784,W 25 St & 6 Ave,40.74395411,-73.99144871,55139
785,W 26 St & 10 Ave,40.749717753,-74.002950346,37035
786,W 26 St & 8 Ave,40.74734825,-73.99723551,50860
787,W 27 St & 10 Ave,40.750181563256824,-74.00218427181244,51046
788,W 27 St & 7 Ave,40.746646999999996,-73.993915,63438
789,W 31 St & 7 Ave,40.749156,-73.9916,73965
790,W 33 St & 7 Ave,40.75019995,-73.99093085,76805
791,W 34 St & 11 Ave,40.75594159,-74.0021163,39363
792,W 36 St & 9 Ave,40.754623240291046,-73.99516761302948,23003
793,W 37 St & 10 Ave,40.75660359,-73.9979009,43215
794,W 37 St & 5 Ave,40.75038009,-73.98338988,37898
795,W 37 St & Broadway,40.752270938374096,-73.98770570755005,6059
796,W 38 St & 8 Ave,40.75466591,-73.99138152,82577
797,W 39 St & 9 Ave,40.75645824,-73.99372222,2269
798,W 4 St & 7 Ave S,40.73401143,-74.00293877,50733
799,W 41 St & 8 Ave,40.75640548,-73.9900262,86204
800,W 42 St & 8 Ave,40.75756989999999,-73.99098507,47009
801,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643187,43570
802,W 43 St & 10 Ave,40.76009437,-73.99461843,34977
803,W 43 St & 6 Ave,40.75527307,-73.98316936,45421
804,W 44 St & 5 Ave,40.75500254,-73.98014437,43630
805,W 45 St & 6 Ave,40.75668720603179,-73.98257732391356,34677
806,W 45 St & 8 Ave,40.75929124,-73.98859651,50413
807,W 46 St & 11 Ave,40.76341379,-73.99667444,39349
808,W 47 St & 10 Ave,40.76269882,-73.99301222,40525
809,W 49 St & 8 Ave,40.76227205,-73.98788205,57655
810,W 52 St & 11 Ave,40.76727216,-73.99392888,38397
811,W 52 St & 5 Ave,40.75992262,-73.97648516,41244
812,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,64533
813,W 52 St & 9 Ave,40.76461837,-73.98789473,21307
814,W 53 St & 10 Ave,40.76669671,-73.99061728,37519
815,W 54 St & 9 Ave,40.76584941,-73.98690506,29866
816,W 55 St & 6 Ave,40.76309387270797,-73.97835016250609,43646
817,W 56 St & 10 Ave,40.768254,-73.988639,29940
818,W 59 St & 10 Ave,40.770513,-73.988038,25516
819,W 63 St & Broadway,40.77163851,-73.98261428,42266
820,W 64 St & West End Ave,40.77452835,-73.98753759,17994
821,W 67 St & Broadway,40.77492513,-73.98266566,38751
822,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,25722
823,W 74 St & Columbus Ave,40.7785669,-73.97754961,18122
824,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,22720
825,W 78 St & Broadway,40.78339981,-73.98093133,20007
826,W 82 St & Central Park West,40.78275,-73.97137,21686
827,W 84 St & Broadway,40.7867947,-73.977112,18937
828,W 84 St & Columbus Ave,40.78499979,-73.97283406,22029
829,W 87 St  & Amsterdam Ave,40.78839,-73.9747,7610
830,W 87 St & Amsterdam Ave,40.78839,-73.9747,10214
831,W 88 St & West End Ave,40.790254173304184,-73.97718340158461,13683
832,W 89 St & Columbus Ave,40.7882213,-73.97041561,17033
833,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,12125
834,W 92 St & Broadway,40.7921,-73.9739,17201
835,W 95 St & Broadway,40.7937704,-73.971888,22623
836,W Broadway & Spring St,40.72490985,-74.00154702,15013
837,W Broadway & Spring Street,40.72494672359416,-74.00165855884552,25249
838,WS Don't Use,0.0,0.0,2
839,Warren St,40.721123600000006,-74.03805095,7
840,Warren St & Church St,40.71473993,-74.00910627,20028
841,Warren St & Court St,40.686371,-73.99383324,12196
842,Washington Ave & Greene Ave,40.68650065,-73.96563307,8533
843,Washington Ave & Park Ave,40.69610226,-73.96751037,13777
844,Washington Park,40.6917823,-73.97372990000001,10171
845,Washington Pl & 6 Ave,40.73224119,-74.00026394,32016
846,Washington Pl & Broadway,40.72903917,-73.99404649,42175
847,Washington St & Gansevoort St,40.739323,-74.008119,59779
848,Washington Street (Don't Use),0.0,0.0,5
849,Water - Whitehall Plaza,40.70255065,-74.0127234,19348
850,Watts St & Greenwich St,40.72405549,-74.00965965,37805
851,West Drive & Prospect Park West,40.6610633719006,-73.97945255041121,23784
852,West End Ave & W 107 St,40.8021174,-73.9681805305,10101
853,West End Ave & W 94 St,40.7941654,-73.974124,14684
854,West St & Chambers St,40.71754834,-74.01322069,112648
855,West Thames St,40.70834698,-74.01713445,39026
856,William St & Pine St,40.70717936,-74.00887308,21260
857,Willoughby Ave & Hall St,40.69196035,-73.96536851,14523
858,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,4921
859,Willoughby Ave & Walworth St,40.69331716,-73.95381995,5219
860,Willoughby St & Fleet St,40.69196566,-73.9813018,23034
861,Wolcott St & Dwight St,40.6753274,-74.0100698,2832
862,Wyckoff St & 3 Ave,40.6827549,-73.98258555,7860
863,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,33979
864,Yankee Ferry Terminal,40.686931,-74.016966,8266
865,York St,40.71649,-74.04105,6
866,York St & Jay St,40.7014851,-73.98656928,25678
